id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1882	paulo martins reis júnior	-0.1823	0.0357	1	11	33	13	10	4.3788	2019.6154	0.7692	0.3368
1886	pedro barbosa	-0.3381	-0.4253	1	3	9	3	15	6.1383	2008	5	2.0461
1887	pedro eduardo nader ferreira	-0.0622	0.1691	1	4	8	6	4	1.7797	2021.3333	0.6667	0.2966
1894	pedro henrique procópio lobo	0.0482	-0.3598	16	9	39	5	20	8.3333	2017	4	1.6667
1899	pedro manuel gonzales cuellar	-0.2263	0.0834	1	7	9	7	1	0.4167	2017	0.1429	0.0595
1913	poliana guerino marson	-0.1981	-0.1771	3	18	25	20	19	11.0864	2018.95	0.95	0.5543
1924	priscila pollo-flores	1.79	-0.3331	11	15	36	3	32	8.8265	2018	10.6667	2.9422
1931	quirino cordeiro	-1.0041	0.6026	12	18	101	7	44	14.7459	2020.4286	6.2857	2.1066
1936	r. t. barbosa	-0.3425	-0.3989	1	3	11	4	15	6.1383	2007.5	3.75	1.5346
1937	r.a.c. freire	0.1726	0.6475	10	4	11	3	0	0	2017	0	0
1938	rachel de moura nunes fernandes	0.0298	-0.0317	2	7	12	3	1	1.14	2022.3333	0.3333	0.38
1942	rafael brustulin	1.7038	0.2323	4	29	315	26	218	104.4283	2019.6923	8.3846	4.0165
1944	rafael f. guilherme	-0.0472	-0.2688	3	3	8	3	3	15.94	2021.6667	1	5.3133
1946	rafael oliveira moreira	0.5185	-0.3386	2	6	17	4	71	19.0525	2016	17.75	4.7631
1949	rafael ramalho vale cavalcante	-0.4037	-0.2299	8	7	10	4	1	0.3744	2014.75	0.25	0.0936
1952	rafaela alen costa freire	-0.0689	0.366	10	15	88	12	0	0	2020.1667	0	0
1953	rafaela de carvalho alves	-0.4866	-0.0065	6	13	30	7	1	2.0513	2020.1429	0.1429	0.293
1954	rafaela ferreira guatimosim	-0.7225	0.6613	5	13	41	5	5	10.2564	2021.4	1	2.0513
1958	raimundo célio pedreira	-0.4846	0.2688	6	1	1	4	0	0	2022.5	0	0
1959	raimundo wagner de souza aguiar	0.1694	-0.1725	2	6	12	4	8	3.1642	2018.5	2	0.7911
1962	ramendra pati pandey	1.6674	0.2901	4	23	78	6	37	25.3843	2021.1667	6.1667	4.2307
1965	raphael brandão	-0.1673	0.0918	1	4	10	3	1	0.4449	2020	0.3333	0.1483
1969	raphael sânzio pimenta	0.0929	-0.0158	2	11	26	12	16	14.7295	2019.6667	1.3333	1.2275
1971	raquel prudente de carvalho baldaçara	-0.5688	-0.1335	14	31	69	23	45	16.5952	2016.913	1.9565	0.7215
1977	rayssa cláudia oliveira duarte	-0.5649	-0.007	6	9	21	3	0	0	2020	0	0
1983	rebeca garcia de paula	-0.2526	-0.2346	1	6	7	4	1	0.1931	2017.5	0.25	0.0483
2008	renata junqueira pereira	-0.1164	-0.21	3	5	6	4	0	2	2022.5	0	0.5
2010	renata moreira marques passos	-0.0569	-0.1665	1	3	8	3	0	0	2014.6667	0	0
